customer_id,gender,age,contract_type,monthly_charges,total_charges,churn_status
526,Female,52,One Year,69.25,1933.43,Not Churned
527,Female,51,Two Year,56.7,4154.54,Churned
528,Male,49,Month-to-Month,66.55,3536.02,Not Churned
529,Female,54,One Year,69.56,4476.21,Not Churned
530,Male,60,Two Year,52.24,4489.69,Not Churned
531,Male,18,Two Year,39.21,2649.99,Not Churned
532,Female,37,One Year,94.34,3102.17,Churned
533,Female,63,Two Year,48.82,4824.92,Not Churned
534,Male,38,Two Year,79.69,2351.68,Churned
535,Female,69,Month-to-Month,68.42,3003.05,Not Churned
536,Female,27,One Year,32.21,1725.64,Churned
537,Female,33,Month-to-Month,98.63,4263.53,Churned
538,Female,49,Two Year,35.57,3225.8,Not Churned
539,Male,30,Month-to-Month,99.82,1020.54,Churned
540,Female,27,One Year,93.81,4301.55,Churned
541,Male,64,One Year,38.86,542.83,Churned
542,Female,70,Two Year,88.7,4415.88,Churned
543,Male,59,Month-to-Month,41.62,2494.32,Churned
544,Female,63,Month-to-Month,57.15,2353.4,Not Churned
545,Female,39,One Year,41.72,4152.15,Not Churned
546,Male,22,Month-to-Month,98.87,4419.26,Not Churned
547,Female,23,Month-to-Month,33.99,3264.88,Churned
548,Female,50,Two Year,53.25,1390.87,Not Churned
549,Male,36,Two Year,31.14,1788.86,Not Churned
550,Female,40,Two Year,51.49,4887.75,Not Churned
551,Male,24,Month-to-Month,58.74,2555.42,Not Churned
552,Male,33,Month-to-Month,45.63,1605.76,Not Churned
553,Female,58,One Year,44.03,1803.3,Churned
554,Male,19,Month-to-Month,50.11,606.29,Not Churned
555,Female,48,Two Year,47.06,4205.18,Not Churned
556,Female,24,One Year,67.5,3832.86,Churned
557,Female,65,Two Year,43.2,1236.11,Churned
558,Male,46,Month-to-Month,38.1,774.34,Churned
559,Female,45,Two Year,61.02,4311.57,Not Churned
560,Female,37,Month-to-Month,58.46,3823.66,Not Churned
561,Male,40,Month-to-Month,91.4,4483.77,Not Churned
562,Female,60,One Year,93.52,1995.07,Churned
563,Female,31,Month-to-Month,63.85,4239.67,Churned
564,Female,45,Two Year,50.49,4330.36,Not Churned
565,Male,27,Two Year,44.37,4713.04,Not Churned
566,Male,22,One Year,80.11,2719.13,Churned
567,Female,41,One Year,36.18,1005.57,Churned
568,Female,25,Month-to-Month,34.56,4271.69,Not Churned
569,Female,22,Two Year,37.06,551.39,Churned
570,Male,50,Month-to-Month,59.2,3215.37,Not Churned
571,Female,59,One Year,63.96,3371.27,Churned
572,Male,60,Two Year,84.21,1887.76,Churned
573,Female,18,One Year,82.07,4582.62,Not Churned
574,Female,51,One Year,79.09,4006.77,Churned
575,Male,34,One Year,52.81,627.31,Not Churned
576,Male,50,Two Year,77.34,3037.13,Churned
577,Female,53,Two Year,55.9,4758.01,Not Churned
578,Female,32,Two Year,91.58,1568.33,Churned
579,Male,56,One Year,83.22,1313.36,Not Churned
580,Female,69,Month-to-Month,87.51,2958.0,Not Churned
581,Female,21,One Year,35.52,1774.7,Not Churned
582,Female,63,Month-to-Month,68.43,3860.58,Not Churned
583,Female,53,One Year,56.54,4331.16,Churned
584,Female,34,One Year,66.52,1458.09,Not Churned
585,Female,38,Two Year,50.07,1611.73,Not Churned
586,Male,46,Two Year,42.52,1043.92,Churned
587,Female,39,One Year,83.12,2522.84,Not Churned
588,Female,35,One Year,61.97,4256.06,Not Churned
589,Male,47,One Year,84.87,2373.09,Not Churned
590,Male,61,Month-to-Month,37.75,1196.94,Churned
591,Male,20,One Year,60.39,653.38,Churned
592,Male,32,Month-to-Month,49.21,4300.39,Churned
593,Male,58,Two Year,82.22,4413.28,Not Churned
594,Male,48,Month-to-Month,65.2,2120.58,Not Churned
595,Male,50,One Year,71.44,1681.79,Churned
596,Female,55,Month-to-Month,82.45,2180.82,Churned
597,Female,26,Two Year,32.96,1435.4,Not Churned
598,Male,23,Month-to-Month,93.15,4888.08,Churned
599,Female,22,Month-to-Month,32.35,3646.85,Churned
600,Male,30,Month-to-Month,50.15,1207.61,Churned
601,Female,22,Month-to-Month,87.92,1153.99,Churned
602,Male,33,Two Year,58.48,1278.74,Churned
603,Male,47,Two Year,84.07,2608.49,Churned
604,Female,68,Month-to-Month,35.31,1969.39,Not Churned
605,Female,45,One Year,54.85,3923.86,Not Churned
606,Male,39,One Year,53.26,1245.47,Not Churned
607,Female,29,Two Year,95.7,2337.28,Churned
608,Female,28,One Year,39.61,3068.08,Churned
609,Female,40,Month-to-Month,79.23,1109.6,Churned
610,Female,39,Month-to-Month,83.42,1157.02,Churned
611,Male,63,Month-to-Month,86.16,1398.84,Not Churned
612,Female,27,One Year,90.77,1440.64,Churned
613,Male,59,One Year,41.71,4608.59,Churned
614,Female,61,Month-to-Month,98.88,2506.62,Churned
615,Male,25,One Year,85.29,3621.93,Not Churned
616,Male,50,One Year,72.5,4370.37,Churned
617,Female,62,Two Year,94.23,2522.51,Churned
618,Female,25,Two Year,99.18,1807.0,Churned
619,Female,46,Two Year,94.62,3814.93,Not Churned
620,Female,64,Two Year,58.6,4105.69,Not Churned
621,Female,45,Month-to-Month,60.56,1213.23,Not Churned
622,Male,66,Month-to-Month,71.55,2320.4,Churned
623,Female,28,Two Year,58.93,585.17,Not Churned
624,Female,48,Two Year,43.01,1817.46,Churned
625,Male,33,One Year,91.72,4989.31,Not Churned
626,Female,46,Two Year,30.43,3843.27,Churned
627,Male,44,Two Year,84.18,4160.0,Churned
628,Female,47,Two Year,84.06,2097.96,Not Churned
629,Male,20,Two Year,39.57,4555.01,Not Churned
630,Male,42,Month-to-Month,83.22,1973.05,Not Churned
631,Male,32,Two Year,64.32,3040.85,Not Churned
632,Male,57,Two Year,70.41,2121.62,Churned
633,Male,60,One Year,66.54,1810.23,Not Churned
634,Male,26,One Year,72.78,2098.81,Churned
635,Male,57,One Year,36.31,3872.33,Churned
636,Male,30,Two Year,36.72,2077.02,Churned
637,Female,39,One Year,41.85,4985.78,Not Churned
638,Male,28,One Year,42.03,649.92,Not Churned
639,Male,49,Month-to-Month,85.33,3620.04,Not Churned
640,Male,19,Two Year,45.86,2809.13,Not Churned
641,Female,38,Month-to-Month,39.17,3792.18,Not Churned
642,Female,18,Month-to-Month,63.84,2417.22,Not Churned
643,Female,47,One Year,46.04,737.54,Churned
644,Female,19,Month-to-Month,71.24,1165.36,Not Churned
645,Male,61,Month-to-Month,96.84,3788.66,Not Churned
646,Female,26,Two Year,57.24,4235.16,Churned
647,Female,57,Month-to-Month,95.66,2716.94,Churned
648,Female,40,One Year,99.9,4940.84,Churned
649,Female,69,Two Year,81.8,2775.97,Churned
650,Male,55,Two Year,52.84,4982.87,Churned
651,Female,33,Month-to-Month,42.4,759.24,Not Churned
652,Male,60,One Year,64.33,2223.22,Churned
653,Male,38,Month-to-Month,62.59,3404.38,Churned
654,Male,44,One Year,76.56,1203.13,Not Churned
655,Male,23,Two Year,48.44,3648.47,Not Churned
656,Female,54,Month-to-Month,43.38,1426.8,Churned
657,Female,34,Two Year,73.28,4332.52,Not Churned
658,Female,67,Two Year,79.88,2635.19,Churned
659,Female,32,One Year,43.32,3020.55,Churned
660,Male,53,One Year,64.97,4985.99,Not Churned
661,Male,47,Month-to-Month,38.11,1791.1,Churned
662,Male,39,Month-to-Month,33.28,1169.0,Churned
663,Male,51,Two Year,33.7,4476.5,Churned
664,Female,63,One Year,50.4,4591.82,Churned
665,Male,21,Two Year,81.4,3577.41,Not Churned
666,Male,26,Two Year,71.49,2808.83,Not Churned
667,Female,36,Month-to-Month,79.1,2611.22,Churned
668,Male,22,Month-to-Month,72.11,4646.59,Churned
669,Female,60,Two Year,36.73,646.07,Churned
670,Female,44,Two Year,46.56,3241.35,Not Churned
671,Female,42,One Year,80.07,4615.87,Churned
672,Female,61,Two Year,43.77,1004.35,Churned
673,Female,38,One Year,95.33,3567.38,Not Churned
674,Female,48,Month-to-Month,31.81,3849.87,Churned
675,Female,49,One Year,94.12,574.06,Not Churned
676,Female,28,Two Year,39.36,1013.99,Not Churned
677,Female,33,One Year,63.82,2300.41,Not Churned
678,Female,47,Two Year,90.89,3949.3,Churned
679,Male,56,Month-to-Month,69.29,1523.64,Not Churned
680,Male,44,Two Year,56.98,4868.74,Churned
681,Male,46,Month-to-Month,59.55,4391.35,Churned
682,Male,35,One Year,49.57,1889.25,Not Churned
683,Male,28,Month-to-Month,72.6,1078.53,Not Churned
684,Female,70,Month-to-Month,67.01,1468.3,Churned
685,Male,40,Two Year,74.53,4102.23,Churned
686,Male,30,Two Year,84.2,4809.94,Not Churned
687,Male,28,Two Year,67.53,4803.9,Not Churned
688,Female,45,Month-to-Month,43.27,1454.26,Churned
689,Male,32,Two Year,84.86,3809.7,Churned
690,Female,51,Month-to-Month,57.49,3452.69,Not Churned
691,Male,42,One Year,45.73,2280.41,Churned
692,Female,55,Month-to-Month,81.78,1657.4,Not Churned
693,Male,39,Two Year,72.89,711.99,Not Churned
694,Female,64,Month-to-Month,41.01,2870.31,Not Churned
695,Male,32,One Year,65.72,4673.78,Not Churned
696,Male,62,One Year,46.46,2380.19,Churned
697,Female,49,Month-to-Month,70.05,3547.17,Churned
698,Female,48,Two Year,91.0,757.99,Not Churned
699,Male,34,One Year,82.06,3059.85,Not Churned
700,Male,31,Month-to-Month,82.43,2657.24,Not Churned
701,Male,21,Two Year,35.93,1528.07,Not Churned
702,Female,22,Month-to-Month,37.94,4715.24,Not Churned
703,Female,54,One Year,61.84,3093.37,Churned
704,Male,42,Month-to-Month,94.69,3498.75,Churned
705,Male,48,Month-to-Month,41.38,2260.1,Churned
706,Male,31,One Year,91.56,3137.87,Churned
707,Female,19,One Year,46.0,3944.06,Not Churned
708,Male,32,Month-to-Month,66.31,1490.78,Not Churned
709,Male,54,Month-to-Month,45.37,4656.63,Not Churned
710,Male,49,Two Year,94.69,2835.79,Not Churned
711,Male,43,One Year,50.25,2126.24,Churned
712,Female,27,Two Year,66.61,2929.05,Churned
713,Female,23,Two Year,50.32,2858.76,Not Churned
714,Female,53,Two Year,49.0,1824.36,Not Churned
715,Male,43,Two Year,52.37,3693.01,Churned
716,Female,55,Month-to-Month,32.53,1286.84,Not Churned
717,Male,59,Month-to-Month,80.49,2052.32,Not Churned
718,Male,62,Month-to-Month,41.37,2497.42,Not Churned
719,Male,52,One Year,46.86,792.35,Not Churned
720,Female,24,One Year,50.8,3809.21,Churned
721,Male,67,Two Year,92.3,1634.81,Churned
722,Female,65,One Year,48.44,1012.14,Churned
723,Female,63,Month-to-Month,30.01,1965.15,Not Churned
724,Male,70,One Year,34.17,3027.1,Churned
725,Male,61,Two Year,37.7,654.97,Not Churned
726,Male,51,Two Year,70.98,1079.68,Churned
727,Male,43,Month-to-Month,68.11,3511.63,Churned
728,Male,58,Month-to-Month,55.84,4948.02,Churned
729,Male,63,Month-to-Month,68.36,2327.02,Churned
730,Female,68,Two Year,86.76,605.81,Churned
731,Male,49,One Year,69.73,1031.16,Not Churned
732,Female,36,Two Year,54.94,2826.86,Not Churned
733,Female,66,One Year,45.73,877.71,Churned
734,Male,30,Two Year,46.03,3114.58,Not Churned
735,Female,18,Month-to-Month,49.06,2271.69,Not Churned
736,Male,34,Month-to-Month,72.94,2591.68,Churned
737,Male,67,Month-to-Month,34.19,4789.48,Not Churned
738,Male,57,One Year,85.45,3843.86,Churned
739,Male,32,One Year,49.9,2122.64,Not Churned
740,Male,68,One Year,64.79,2612.64,Churned
741,Male,53,Two Year,34.64,3047.28,Churned
742,Female,25,One Year,68.26,4293.17,Churned
743,Male,21,Month-to-Month,69.01,929.73,Churned
744,Female,21,One Year,55.36,2595.91,Churned
745,Female,22,Month-to-Month,50.56,2786.15,Not Churned
746,Female,65,One Year,83.2,4611.77,Not Churned
747,Female,40,One Year,44.72,3731.76,Churned
748,Female,61,Two Year,86.36,3294.76,Not Churned
749,Female,49,Two Year,98.8,3098.35,Not Churned
750,Female,39,Month-to-Month,60.44,3671.61,Not Churned
751,Female,49,Two Year,37.13,3395.47,Not Churned
752,Male,44,One Year,49.02,3818.26,Churned
753,Female,30,Month-to-Month,46.31,1729.48,Not Churned
754,Male,68,One Year,43.56,609.78,Churned
755,Female,46,Month-to-Month,90.85,2073.9,Churned
756,Male,64,Month-to-Month,90.07,4119.87,Not Churned
757,Female,41,Two Year,90.29,2036.88,Not Churned
758,Female,56,Month-to-Month,84.69,4955.09,Churned
759,Male,21,Two Year,78.3,2246.76,Churned
760,Female,28,Two Year,99.37,4407.65,Churned
761,Male,60,Two Year,50.12,720.73,Churned
762,Female,41,One Year,38.31,3145.22,Churned
763,Female,23,Month-to-Month,58.15,4201.08,Churned
764,Male,35,Month-to-Month,84.09,3098.35,Not Churned
765,Female,47,One Year,32.29,2068.12,Churned
766,Female,36,Two Year,59.49,957.51,Churned
767,Male,47,Month-to-Month,85.15,3174.03,Not Churned
768,Male,36,One Year,45.8,1741.9,Not Churned
769,Male,26,One Year,30.2,3527.23,Not Churned
770,Female,30,One Year,40.28,3073.95,Churned
771,Female,56,One Year,64.66,3416.21,Churned
772,Male,44,Two Year,51.67,1935.01,Churned
773,Female,39,Two Year,33.6,4928.11,Not Churned
774,Female,70,Two Year,61.74,2473.98,Not Churned
775,Male,47,Month-to-Month,82.0,738.26,Churned
776,Male,23,One Year,71.15,3875.0,Churned
777,Male,54,One Year,88.22,4373.41,Not Churned
778,Male,68,Month-to-Month,50.42,2669.07,Not Churned
779,Male,43,Two Year,88.19,2909.84,Not Churned
780,Female,38,Month-to-Month,51.57,3908.95,Not Churned
781,Female,57,One Year,73.22,3412.36,Churned
782,Female,46,Two Year,75.44,3716.95,Churned
783,Male,64,Month-to-Month,37.03,648.34,Churned
784,Male,56,One Year,56.53,2886.79,Not Churned
785,Female,69,One Year,93.7,1435.91,Churned
786,Female,58,Month-to-Month,50.83,2633.08,Churned
787,Male,39,One Year,98.9,4800.65,Not Churned
788,Female,31,Two Year,47.64,2110.08,Churned
789,Female,49,One Year,84.85,2629.44,Churned
790,Male,28,One Year,81.62,4781.71,Not Churned
791,Female,37,Two Year,46.34,2888.28,Not Churned
792,Male,42,Two Year,70.98,3315.43,Not Churned
793,Female,63,One Year,54.59,4956.17,Churned
794,Female,39,One Year,54.71,2872.11,Not Churned
795,Male,36,Month-to-Month,33.12,4730.52,Churned
796,Male,25,One Year,60.59,2221.13,Churned
797,Male,62,Two Year,80.25,2262.62,Churned
798,Male,27,Two Year,95.5,2389.55,Not Churned
799,Male,46,One Year,90.4,1233.15,Churned
800,Female,51,Month-to-Month,55.92,2713.83,Churned
801,Female,55,One Year,48.68,4852.33,Churned
802,Male,39,One Year,36.42,1099.96,Churned
803,Female,34,Month-to-Month,51.52,3115.86,Churned
804,Female,21,Month-to-Month,51.66,4464.89,Churned
805,Male,52,One Year,68.67,678.14,Churned
806,Female,54,Two Year,93.88,2192.0,Not Churned
807,Male,20,Month-to-Month,65.29,4034.55,Not Churned
808,Female,18,One Year,95.26,4071.78,Churned
809,Female,58,Month-to-Month,65.61,4061.35,Not Churned
810,Female,54,Month-to-Month,43.38,1889.84,Churned
811,Female,47,One Year,57.05,2607.58,Not Churned
812,Female,51,One Year,73.61,4630.29,Churned
813,Female,58,Two Year,34.31,4761.95,Not Churned
814,Female,35,Two Year,81.05,1317.97,Churned
815,Female,51,Two Year,34.11,2569.21,Not Churned
816,Male,52,Two Year,51.2,3932.19,Not Churned
817,Male,22,One Year,54.14,4230.98,Churned
818,Female,31,Month-to-Month,87.39,3206.03,Churned
819,Female,50,Month-to-Month,47.65,4241.49,Churned
820,Female,48,Month-to-Month,56.58,1273.76,Not Churned
821,Female,35,Month-to-Month,37.76,4837.94,Not Churned
822,Female,18,One Year,31.48,2619.77,Not Churned
823,Female,58,Month-to-Month,99.93,874.25,Churned
824,Male,47,One Year,50.08,2975.98,Not Churned
825,Male,46,Two Year,77.36,4970.06,Not Churned
826,Female,36,Month-to-Month,59.38,3398.85,Not Churned
827,Female,24,One Year,30.26,2590.36,Churned
828,Male,18,Two Year,69.36,2420.45,Not Churned
829,Male,20,Month-to-Month,82.45,862.83,Not Churned
830,Female,31,One Year,80.13,4933.07,Churned
831,Male,32,Month-to-Month,98.81,2432.34,Churned
832,Male,59,Two Year,54.82,845.61,Not Churned
833,Female,31,Month-to-Month,63.15,4611.39,Churned
834,Female,24,One Year,79.27,1838.09,Not Churned
835,Male,42,Two Year,71.5,2010.02,Not Churned
836,Female,49,One Year,32.49,4234.73,Churned
837,Female,54,One Year,40.69,4123.52,Churned
838,Female,67,Two Year,54.34,3840.41,Not Churned
839,Female,39,Two Year,90.41,4912.31,Not Churned
840,Male,66,One Year,41.13,4980.82,Churned
841,Female,55,Month-to-Month,91.86,1643.16,Not Churned
842,Male,49,One Year,42.07,4683.71,Not Churned
843,Female,50,Two Year,84.85,4800.09,Not Churned
844,Female,53,Two Year,72.58,2584.36,Not Churned
845,Female,41,One Year,79.02,4718.16,Not Churned
846,Male,62,Month-to-Month,49.35,1384.46,Churned
847,Male,40,Two Year,32.18,1720.86,Churned
848,Female,62,One Year,89.27,3895.77,Churned
849,Female,24,Two Year,94.54,4597.68,Not Churned
850,Male,19,Month-to-Month,50.32,2162.12,Churned
851,Male,46,Month-to-Month,36.28,3895.15,Churned
852,Male,55,Two Year,73.31,862.55,Not Churned
853,Male,69,Two Year,84.59,2570.04,Not Churned
854,Female,64,Month-to-Month,50.86,4938.07,Churned
855,Male,61,Two Year,68.94,1472.4,Not Churned
856,Female,51,One Year,85.66,1431.09,Churned
857,Male,22,Month-to-Month,39.84,1765.9,Churned
858,Female,24,One Year,78.07,4548.95,Not Churned
859,Male,22,Two Year,70.23,4266.64,Churned
860,Male,53,Two Year,98.36,533.2,Not Churned
861,Male,70,Month-to-Month,48.36,3554.09,Not Churned
862,Female,48,Two Year,39.07,4307.27,Not Churned
863,Female,45,One Year,79.7,820.67,Churned
864,Female,37,One Year,37.49,4337.41,Churned
865,Male,48,Two Year,39.91,1719.73,Not Churned
866,Male,40,Month-to-Month,34.64,3820.54,Churned
867,Male,44,Two Year,76.48,667.46,Not Churned
868,Female,33,Month-to-Month,93.38,1771.97,Not Churned
869,Male,52,Two Year,35.04,3142.9,Churned
870,Male,33,Two Year,52.32,1892.03,Not Churned
871,Female,22,Two Year,57.47,4918.62,Not Churned
872,Female,31,Two Year,37.87,1454.76,Churned
873,Male,51,Two Year,87.93,2104.6,Not Churned
874,Male,46,One Year,80.23,1591.33,Not Churned
875,Female,33,Month-to-Month,69.1,3411.99,Churned
876,Male,34,Month-to-Month,53.41,4175.3,Not Churned
877,Female,50,One Year,70.0,2227.63,Churned
878,Female,36,Month-to-Month,96.85,3639.1,Churned
879,Female,57,One Year,36.99,4336.36,Churned
880,Male,62,Month-to-Month,44.55,2167.97,Churned
881,Female,33,Two Year,62.86,3762.79,Churned
882,Male,70,Month-to-Month,87.95,928.14,Churned
883,Male,23,One Year,62.31,4692.05,Churned
884,Male,30,One Year,69.7,4152.67,Not Churned
885,Female,68,Two Year,81.93,2053.59,Churned
886,Male,25,Month-to-Month,54.45,4168.46,Not Churned
887,Female,22,Two Year,82.7,1226.08,Not Churned
888,Male,34,Month-to-Month,82.52,2850.74,Not Churned
889,Female,33,One Year,40.27,706.43,Churned
890,Female,53,One Year,39.91,1643.42,Not Churned
891,Female,69,Month-to-Month,36.5,524.28,Not Churned
892,Male,30,Month-to-Month,51.35,3148.76,Churned
893,Female,30,Two Year,63.3,3241.17,Churned
894,Female,23,Two Year,31.67,2389.06,Churned
895,Female,18,One Year,49.43,529.83,Churned
896,Male,43,One Year,90.72,4366.63,Not Churned
897,Male,60,One Year,62.51,1996.71,Churned
898,Female,53,Month-to-Month,80.56,2735.87,Churned
899,Male,67,One Year,43.08,1556.84,Not Churned
900,Female,49,One Year,94.43,4676.62,Not Churned
901,Female,25,One Year,43.05,3104.22,Not Churned
902,Male,27,Two Year,45.44,4692.53,Churned
903,Male,69,One Year,77.56,4288.19,Not Churned
904,Female,27,Two Year,74.44,1656.74,Churned
905,Female,22,Two Year,76.73,4073.59,Not Churned
906,Male,20,Month-to-Month,58.7,4285.76,Churned
907,Female,25,One Year,66.49,703.69,Churned
908,Male,30,Two Year,81.56,4618.65,Churned
909,Female,48,One Year,34.62,539.15,Churned
910,Female,34,Month-to-Month,58.99,1009.89,Not Churned
911,Male,54,Month-to-Month,64.93,4499.27,Not Churned
912,Female,61,Two Year,86.4,4204.69,Not Churned
913,Female,62,One Year,92.0,1963.48,Not Churned
914,Female,67,Two Year,81.04,708.69,Churned
915,Male,33,Month-to-Month,60.83,4736.1,Churned
916,Male,37,Two Year,60.37,3366.41,Not Churned
917,Female,57,Two Year,59.44,836.91,Churned
918,Female,63,One Year,47.83,1832.09,Churned
919,Female,23,Month-to-Month,91.31,2021.17,Churned
920,Male,21,Month-to-Month,60.7,3098.26,Churned
921,Female,32,One Year,99.84,4705.81,Not Churned
922,Female,49,Month-to-Month,43.55,1097.83,Not Churned
923,Male,59,Month-to-Month,32.65,3693.23,Not Churned
924,Male,44,One Year,80.28,3328.59,Churned
925,Male,33,One Year,87.19,1010.58,Churned
926,Female,30,Month-to-Month,64.99,2193.19,Churned
927,Female,59,Month-to-Month,64.66,723.14,Not Churned
928,Male,28,One Year,60.86,1756.36,Churned
929,Female,20,Two Year,79.51,3905.23,Not Churned
930,Female,55,One Year,37.45,677.73,Not Churned
931,Male,44,Month-to-Month,59.97,1545.84,Not Churned
932,Female,63,One Year,51.42,1400.71,Churned
933,Male,41,One Year,96.94,4244.6,Churned
934,Female,56,Two Year,88.21,1560.53,Not Churned
935,Female,34,One Year,74.95,558.5,Churned
936,Female,41,Month-to-Month,79.78,3793.13,Not Churned
937,Female,25,One Year,67.33,3110.69,Churned
938,Female,36,One Year,34.95,1755.37,Not Churned
939,Male,30,One Year,51.18,2784.3,Churned
940,Male,45,Two Year,44.69,2199.74,Churned
941,Female,60,One Year,45.55,4060.92,Not Churned
942,Male,67,One Year,43.03,4169.13,Not Churned
943,Female,19,One Year,88.68,4966.35,Not Churned
944,Female,57,Two Year,87.15,2037.23,Not Churned
945,Female,58,Two Year,53.23,2334.37,Not Churned
